LocationIdentifier,LocationName,Island,LatDecDeg,LongDecDeg,CP,CP Result,Ent,Enterococcus,Sample No,Date,Time,Temperature,Salinity,DO,DissolvedOxygenSaturation,pH,Turbidity,Comments
186,Maili Beach Park,Oahu,21.420614,-158.178647,,1,,2.3,TM12211703,12/21/17,9:02 AM,25,35.28,6.31,93.3,8.1,0.7,"ÊNo swimmers, sunny, light wind"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,,,,,TM12211704,12/21/17,,,,,,,,No sample taken. Beach closed. Construction.
252,Kohola Lagoon,Oahu,21.337967,-158.124569,,1,,2.3,TM12211705,12/21/17,9:32 AM,24.8,34.37,6.1,89.4,7.96,4.09,"Ê33 swimmers, 3 SUPs, sunny, windy"
236,White Plains Beach,Oahu,21.303417,-158.045433,<,1,,2.3,TM12211706,12/21/17,10:12 AM,23.1,35.17,6.7,95.6,8.04,4.98,"Ê7 swimmers, 17 surfers, 2 SUPs, sunny, very windy"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,1,,2.3,TM12201701,12/20/17,8:17 AM,24.1,35.36,5.9,86.6,7.89,21.7,"2 surfers, partially sunny, light wind"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,TM12201702,12/20/17,8:35 AM,24.9,35.17,6.24,91.8,8,6.78,"Ê3 swimmers, 22 surfers, 2 SUPs, partially sunny, light wind"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,20,TM12201703,12/20/17,8:45 AM,24.8,35.35,6.28,92.7,7.96,8.06,"Ê2 swimmers, partially sunny, no wind"
228,Sans Souci,Oahu,21.263553,-157.822033,,10,,2.3,TM12201704,12/20/17,9:02 AM,24.9,35.35,6.06,89.3,7.94,4.98,"Ê7 swimmers, 1 SUP, partially sunny, light wind"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,1,,2.3,TM12201705,12/20/17,9:40 AM,25.2,35.42,6.27,92.6,8.02,3.57,"Ê4 swimmers, overcast, light wind"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,1,,2.3,TM12201706,12/20/17,9:59 AM,24.8,35.26,6.08,89.9,8.01,5.64,"Ê7 swimmers, 1 SUP, overcast, light wind"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,1,,2.3,TM12201707,12/20/17,10:08 AM,24.7,35.3,6.2,91.2,8.02,12.4,"Ê2 swimmers, 1 SUP, overcast, no wind, sprinkles"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,,18,,2.3,TM12191701,12/19/17,8:23 AM,24.4,35,6.12,89.9,7.88,8.81,"ÊNo swimmers, overcast, no wind"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,1,,10,TM12191702,12/19/17,8:46 AM,24.7,35.28,6.47,95.4,8.03,3.65,"Ê4 swimmers, 6 surfers, overcast, light wind"
216,Makapuu,Oahu,21.312022,-157.660525,,2,,2.3,TM12191703,12/19/17,9:14 AM,24.6,35.35,6.35,93.5,8.06,1.59,"Ê15 boogie boarders, overcast, light wind"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,<,1,,2.3,TM12191704,12/19/17,9:29 AM,24.9,35.42,6.39,94.6,8.07,6.12,"ÊNo swimmers, overcast, no wind"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,,1,,2.3,TM12191705,12/19/17,9:56 AM,24.5,35.37,6.51,95.9,8.06,9.74,"Ê9 swimmers, 1 kayak, 1 SUP, overcast, light wind"
194,Lanikai Beach Shoreline,Oahu,21.391961,-157.714922,,2,,10,TM12191706,12/19/17,10:10 AM,24.8,35.41,6.32,92.4,8,4.77,"Ê6 swimmers, 1 kayak, 1 SUP, overcast, light wind"
274,Manners,Oahu,21.360108,-158.131958,,6,,2.3,SM12181701,12/18/17,8:05 AM,24.7,35.43,6.51,95.9,8.05,2.28,"Êsunny, no wind"
309,Kahe,Oahu,21.354,-158.130278,,10,,2.3,SM12181702,12/18/17,8:18 AM,24.9,35.27,6.41,94.6,8.06,2.82,"Êsunny, no wind"
268,Ihilani Naia,Oahu,21.331992,-158.122439,,1,,10,SM12181703,12/18/17,8:41 AM,24.4,35.15,6.24,91.3,8.07,6.64,"Êsunny, no wind, swimmers"
211,"Oneula Beach, Ewa Shoreline",Oahu,21.3045,-158.032767,,1,,2.3,SM12181704,12/18/17,9:24 AM,24.6,35.37,6.55,96.2,8.18,4.56,"Êsunny, light breeze, surfers"
270,Ewa Beach Residential,Oahu,21.312161,-157.998067,,3,,2.3,SM12181705,12/18/17,9:45 AM,24.8,35.42,6.69,98.5,8.2,3.49,"Êsunny, light breeze"
177,Punaluu Beach Park,Oahu,21.577031,-157.8817,,6,,2.3,TM12181701,12/18/17,8:20 AM,23.3,34.02,6.8,97,7.91,32.7,"ÊNo swimmers, sunny, no wind"
243,Kaluanui Beach,Oahu,21.595861,-157.895806,,2,,64,TM12181702,12/18/17,8:34 AM,23.8,33.4,6.97,99.8,7.97,14.3,"Ê1 swimmer, sunny, no wind"
262,Pounders,Oahu,21.631614,-157.920858,,1,,2.3,TM12181703,12/18/17,9:02 AM,24.5,35.25,6.6,96.7,8.01,2.99,"Ê1 swimmer, 1 boogie boarder, sunny, no wind"
265,Pupukea at Shark's Cove,Oahu,21.646081,-158.063714,<,1,,10,TM12181704,12/18/17,9:43 AM,24.8,34.87,6.54,96.6,8.06,2.53,"ÊNo swimmers, sunny, no wind"
171,Haleiwa Beach Park,Oahu,21.5984,-158.103572,<,1,,2.3,TM12181705,12/18/17,9:59 AM,24.8,33.58,6.96,101.9,8.07,1.61,"Ê3 swimmers, 2 kayaks, 1 SUP, sunny, no wind"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,3,,2.3,SM12131701,12/13/17,8:00 AM,22.8,35.09,5.57,79.3,7.95,16.8,"Êovercast, light breeze"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,SM12131702,12/13/17,8:21 AM,24.3,35.19,5.74,83.7,8,2.56,"Êmostly sunny, light breeze"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,SM12131703,12/13/17,8:34 AM,23.9,35.3,5.69,82.5,8.02,1.34,"Êmostly sunny, light breeze, swimmers"
228,Sans Souci,Oahu,21.263553,-157.822033,,1,,2.3,SM12131704,12/13/17,8:45 AM,24,35.46,5.17,75.3,8,2.06,"Êmostly sunny, light breeze, dog on the beach"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,1,,2.3,SM12131705,12/13/17,9:13 AM,24.2,35.39,6.46,94.4,8.12,1.52,"sunny, light breeze, swimmers"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,3,,10,SM12131706,12/13/17,9:32 AM,24.3,35.36,6.16,90,8.13,2.54,"Êsunny, light breeze"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,1,,2.3,SM12131707,12/13/17,9:39 AM,24.3,35.31,6.43,93.9,8.14,5.1,"Êsunny, light breeze"
225,Sunset Beach,Oahu,21.673564,-158.041194,,,,,TM12131701,12/13/17,,,,,,,,No sample taken. Beach closed due to hazardous conditions.
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,,,,TM12131702,12/13/17,,,,,,,,No sample taken. BWA.
218,Chun's Reef,Oahu,21.62155,-158.082028,,,,,TM12131703,12/13/17,,,,,,,,No sample taken. Beach closed due to hazardous conditions.
246,Laniakea,Oahu,21.619097,-158.085431,,,,,TM12131704,12/13/17,,,,,,,,No sample taken. Beach closed due to hazardous conditions.
247,Haleiwa Ali'i Beach Park,Oahu,21.594356,-158.107992,,5,,2.3,TM12131705,12/13/17,8:46 AM,25,35.32,6.53,96.5,7.99,5.03,"ÊNo swimmers, sunny, windy"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,,3,,2.3,SM12121701,12/12/17,9:59 AM,25,35.33,6.31,93.3,8.06,4.88,"Êovercast, light breeze, Hanauma Bay closed"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,<,1,,2.3,SM12121702,12/12/17,9:43 AM,24.9,35.46,6.45,95.2,8.16,2.12,"Êsunny, moderate wind, shorebreak"
216,Makapuu,Oahu,21.312022,-157.660525,<,1,,2.3,SM12121703,12/12/17,9:22 AM,24.6,35.46,6.49,95.4,8.16,1.17,"Êsunny, moderate wind, shorebreak, bodyboarders"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,<,1,,2.3,SM12121704,12/12/17,9:03 AM,24.3,35.28,6.4,93.4,8.1,12.6,"Êsunny, moderate wind"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,<,1,,31,SM12121705,12/12/17,8:35 AM,23.9,35.19,6.5,94.3,8.09,8.65,"Êsunny, light breeze, dog on the beach"
194,Lanikai Beach Shoreline,Oahu,21.391961,-157.714922,,1,,2.3,SM12121706,12/12/17,8:16 AM,24.3,35.26,6.22,90.9,8,3.33,"Êsunny, light breeze, dog on the beach"
158,"Fort DeRussy Beach, Waikiki",Oahu,21.277944,-157.833908,,,,,TM12121701,12/12/17,,,,,,,,No sample taken
160,"Tavern Beach, Waikiki",Oahu,21.275672,-157.826019,<,1,,10,TM12121702,12/12/17,8:21 AM,25.4,35.2,6.27,93.7,7.93,6,"Ê1 swimmer, 7 surfers, 2 SUPs, overcast, light wind"
307,Kapiolani Park,Oahu,21.269917,-157.82285,<,1,,2.3,TM12121703,12/12/17,8:36 AM,25.5,35.25,6.25,93.1,7.92,3.85,"Ê1 canoe, sunny, breezy"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,10,TM12121704,12/12/17,8:48 AM,25.6,35.22,6.22,92.8,7.97,8.78,"Ê1 swimmer, sunny, light wind"
239,Tongg's,Oahu,21.258831,-157.819228,<,1,,10,TM12121705,12/12/17,9:00 AM,25.8,35.28,6.51,97.4,7.98,1.64,"Ê1 surfer, sunny, light wind"
231,Diamond Head Beach - Showers,Oahu,21.255056,-157.806861,,9,,2.3,TM12121706,12/12/17,9:12 AM,26.2,35.12,6.4,96,8,4.15,"Ê2 surfers, sunny, windy"
203,Kahala Hilton Beach,Oahu,21.271208,-157.773678,,4,,2.3,TM12121707,12/12/17,9:42 AM,26,33.07,5.97,88.9,7.92,3.12,"ÊNo swimmers, overcast, light wind"
208,Kualoa Beach,Oahu,21.514211,-157.836136,<,1,,10,SM12111701,12/11/17,10:30 AM,25,35.24,6.58,97.1,8.15,45.1,"Êsunny, no wind"
253,Kokololio,Oahu,21.625172,-157.919706,,1,,2.3,SM12111702,12/11/17,9:55 AM,24.7,35.38,6.39,94,8.13,4.86,"Êsunny, light breeze, fisherman"
221,Malaekahana,Oahu,21.662011,-157.929711,<,1,,2.3,SM12111703,12/11/17,9:33 AM,24.8,35.45,6.42,94.7,8.15,1.53,"Êsunny, no wind"
289,Pipeline,Oahu,21.664467,-158.052514,,1,,2.3,SM12111704,12/11/17,8:59 AM,24.9,35.44,6.36,93.8,8.13,3.8,"Êsunny, no wind, large surf, surf contest"
313,Kapaeloa Beach,Oahu,21.633358,-158.069747,<,1,,2.3,SM12111705,12/11/17,8:25 AM,24.6,35.2,6.39,93.8,8.03,4.84,"Êsunny, no wind, large surf"
185,Makaha Beach,Oahu,21.478336,-158.222469,,5,,2.3,TM12111701,12/11/17,8:14 AM,25.9,35.26,6.44,96.6,7.98,1.42,"Ê13 surfers, sunny, light wind"
224,Pokai Bay,Oahu,21.442669,-158.189447,,12,,20,TM12111702,12/11/17,8:35 AM,25.4,35.3,6.39,94.8,8.03,1.51,"Ê1 kayak, sunny, no wind"
186,Maili Beach Park,Oahu,21.420614,-158.178647,,1,,10,TM12111703,12/11/17,8:49 AM,25.8,35.35,6.44,96.5,8.05,2.9,"ÊNo swimmers, sunny, no wind"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,,20,,10,TM12111704,12/11/17,9:07 AM,26.1,35.25,6.37,95.9,8.08,5.14,"Ê3 swimmers, sunny, no wind"
252,Kohola Lagoon,Oahu,21.337967,-158.124569,<,1,,2.3,TM12111705,12/11/17,9:29 AM,26.1,34.21,6.34,95.6,8,6.63,"Ê13 swimmers, 1 SUP, sunny, no wind"
236,White Plains Beach,Oahu,21.303417,-158.045433,<,1,,2.3,TM12111706,12/11/17,10:04 AM,25.3,34.88,6.39,94.8,8.02,3.75,"Ê26 surfers, sunny, no wind"
236,White Plains Beach,Oahu,21.303417,-158.045433,,,,,TM12111707,12/11/17,,,,,,,,No sample taken. Duplicate of sample #6.
160,"Tavern Beach, Waikiki",Oahu,21.275672,-157.826019,,1,,31,SM12071701,12/7/17,7:53 AM,23,35.46,6.39,91.1,8.06,7.35,"Êclear skies, light breeze"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,31,SM12071702,12/7/17,8:17 AM,23.4,35.48,6.42,92.1,8.07,17.4,"Êclear skies, light breeze"
307,Kapiolani Park,Oahu,21.269917,-157.82285,<,1,,2.3,SM12071703,12/7/17,8:04 AM,23.8,35.42,6.18,89.2,8.08,5.57,"Êclear skies, light breeze"
239,Tongg's,Oahu,21.258831,-157.819228,<,1,,10,SM12071704,12/7/17,8:32 AM,23.3,35.47,6.09,87.3,8.06,2.75,"Êclear skies, light breeze"
231,Diamond Head Beach - Showers,Oahu,21.255056,-157.806861,,,,,SM12071705,12/7/17,,,,,,,,No sample taken - No parking
203,Kahala Hilton Beach,Oahu,21.271208,-157.773678,,,,,SM12071706,12/7/17,,,,,,,,No sample taken - No access
279,Maunalua Beach Park,Oahu,21.283008,-157.716372,<,1,,2.3,TM12071701,12/7/17,8:30 AM,23.3,35.55,5.71,82,7.95,8.54,"Ê1 SUP, sunny, no wind"
226,Waimanalo State Park,Oahu,21.347389,-157.703639,<,1,,2.3,TM12071702,12/7/17,9:27 AM,23.8,35.22,6.48,94.1,8.01,4.89,"Ê2 swimmers, sunny, no wind"
195,Bellow's Field Beach,Oahu,21.354469,-157.707225,<,1,,2.3,TM12071703,12/7/17,9:46 AM,24.5,35.31,6.45,94.4,8.07,14.1,"ÊNo swimmers, sunny, no wind"
207,Kalama Beach,Oahu,21.406114,-157.739422,,2,,2.3,TM12071704,12/7/17,10:28 AM,24.2,35.02,6.33,92.4,8.08,5.53,"Ê1 swimmer, 1 dog, sunny, no wind"
304,Oneawa Beach,Oahu,21.417025,-157.744061,,2,,2.3,TM12071705,12/7/17,11:02 AM,24.8,34.21,6.31,92.5,8.08,9.01,"Ê1 swimmer, 5 surfers, sunny, no wind"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,5,,10,SM12061701,12/6/17,7:46 AM,22.5,35.15,5.71,80.4,8.01,16.5,"Êsunny, light breeze"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,,1,,2.3,SM12061702,12/6/17,8:00 AM,24,35.41,5.94,86,8.07,2.8,"Êsunny, light breeze, swimmers"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,SM12061703,12/6/17,8:13 AM,23.6,35.44,6.28,90.2,8.07,4.63,"Êsunny, light breeze"
228,Sans Souci,Oahu,21.263553,-157.822033,,2,,2.3,SM12061704,12/6/17,8:24 AM,23.2,35.48,5.33,76.1,8.02,4.54,"Êsunny, light breeze, shipwreck removal in progress"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,2,,2.3,SM12061705,12/6/17,9:04 AM,23.5,35.25,6.53,93.6,8.11,2.96,"Êsunny, light breeze, scuba divers"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,2,,2.3,SM12061706,12/6/17,9:18 AM,23.8,35.5,6.26,90.5,8.11,4.4,"Êsunny, light breeze, swimmers"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,5,,10,SM12061707,12/6/17,9:25 AM,23.3,35.44,6.59,94.2,8.11,23.1,"Êsunny, light breeze, swimmers"
225,Sunset Beach,Oahu,21.673564,-158.041194,,10,,20,TM12061701,12/6/17,8:37 AM,24.6,35.35,6.54,96.3,8.08,5.63,"ÊNo swimmers, partially sunny, light wind"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,,,,TM12061702,12/6/17,,,,,,,,No sample taken. BWA.
218,Chun's Reef,Oahu,21.62155,-158.082028,,2,,10,TM12061703,12/6/17,9:03 AM,24.9,35.24,6.68,95.4,8.13,3.15,"ÊNo swimmers, sunny, light wind"
246,Laniakea,Oahu,21.619097,-158.085431,,,,,TM12061704,12/6/17,,,,,,,,No sample taken
247,Haleiwa Ali'i Beach Park,Oahu,21.594356,-158.107992,<,1,,2.3,TM12061705,12/6/17,9:32 AM,25.1,35.18,6.33,94,8.14,4.21,"ÊNo swimmers, sunny, no wind"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,<,1,,10,SM12051701,12/5/17,10:07 AM,23.9,35.51,6.98,101.4,8.1,2.63,"Êsunny, windy, Hanauma Bay closed"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,3,,2.3,SM12051702,12/5/17,9:51 AM,24.1,35.54,6.8,99.3,8.17,1.37,"Êsunny, windy, shorebreak, bodysurfers"
216,Makapuu,Oahu,21.312022,-157.660525,,17,,124,SM12051703,12/5/17,9:33 AM,24,35.54,6.79,98.9,8.15,2.14,"Êsunny, windy, shorebreak"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,,1,,2.3,SM12051704,12/5/17,9:20 AM,23,35.45,6.95,99.3,8.14,9.83,"Êsunny, windy"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,,4,,31,SM12051705,12/5/17,8:51 AM,23,35.32,6.9,98.6,8.14,6.71,"Êsunny, windy"
194,Lanikai Beach Shoreline,Oahu,21.391961,-157.714922,,1,,2.3,SM12051706,12/5/17,8:29 AM,23.5,35.54,6.65,96,8.08,6.21,"Êpartly sunny, windy, dog on the beach"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,3,,2.3,TM12051701,12/5/17,8:13 AM,24,35.11,6.04,87.7,7.95,0,"ÊNo swimmers, sunny, no wind"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,TM12051702,12/5/17,8:31 AM,24.1,35.32,6.36,93.3,8.06,0,"Ê2 swimmers, 13 surfers, sunny, no wind"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,TM12051703,12/5/17,8:40 AM,24.6,35.13,6.36,93.3,8.04,0,"Ê4 swimmers, sunny, gusty"
228,Sans Souci,Oahu,21.263553,-157.822033,,4,,10,TM12051704,12/5/17,8:56 AM,24.1,35.4,6.49,94.3,8.04,0,"Ê3 swimmers, 1 surfer, partially sunny, no wind"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,2,,10,TM12051705,12/5/17,9:30 AM,24.5,35.03,6.51,95.5,8.1,0,"Ê8 swimmers, sunny, light breeze"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,<,1,,2.3,TM12051706,12/5/17,9:43 AM,24.4,35.27,6.45,94.6,8.1,0,"Ê12 swimmers, sunny, light breeze"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,11,,2.3,TM12051707,12/5/17,9:53 AM,24.5,35.27,6.74,98.8,8.11,0,"Ê4 swimmers, sunny, light wind"
208,Kualoa Beach,Oahu,21.514211,-157.836136,,27,,10,SM12041701,12/4/17,10:12 AM,22.5,35.45,6.81,96.7,8.06,47.5,"Êovercast, light breeze"
225,Sunset Beach,Oahu,21.673564,-158.041194,<,1,,2.3,SM12041702,12/4/17,9:22 AM,24,35.53,6.61,96.3,8.15,2.84,"Êsunny, light breeze, shorebreak"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,,,,SM12041703,12/4/17,,,,,,,,No sample taken - BWA
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,SM12041704,12/4/17,9:04 AM,23.9,33.65,6.67,95.9,8.15,2.76,"Êpartly sunny, light breeze"
247,Haleiwa Ali'i Beach Park,Oahu,21.594356,-158.107992,<,1,,2.3,SM12041705,12/4/17,8:44 AM,24,35.34,6.59,95.8,8.07,3.51,"Êovercast, light breeze, large surf, surfers"
185,Makaha Beach,Oahu,21.478336,-158.222469,,1,,10,TM12041701,12/4/17,8:08 AM,25.5,35.14,6.54,97.3,8.06,0,"Ê2 swimmers, 15 surfers, 1 SUP, sunny, no wind"
224,Pokai Bay,Oahu,21.442669,-158.189447,,2,,2.3,TM12041702,12/4/17,8:25 AM,25.2,35.34,6.43,95.2,8.11,0,"Ê2 SUPs, sunny, light wind"
186,Maili Beach Park,Oahu,21.420614,-158.178647,<,1,,2.3,TM12041703,12/4/17,8:39 AM,25.7,35.07,6.67,99.8,8.17,0,"ÊNo swimmers, sunny, light wind"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,TM12041704,12/4/17,9:19 AM,25,35.31,6.27,93.1,8.17,0,"ÊNo swimmers, sunny, light wind"
252,Kohola Lagoon,Oahu,21.337967,-158.124569,,1,,2.3,TM12041705,12/4/17,9:41 AM,25.1,33.76,6.47,94.6,8.07,0,"Ê20 swimmers, 1 SUP, sunny, light wind"
236,White Plains Beach,Oahu,21.303417,-158.045433,,2,,2.3,TM12041706,12/4/17,10:14 AM,24,34.04,6.88,99.6,8.1,0,"Ê12 surfers, 3 SUPs, sunny, light wind"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,,,10,SM11301701,11/30/17,8:04 AM,24.6,35.29,6.28,92.2,7.99,15,"Êsunny, light breeze"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,,,,2.3,SM11301702,11/30/17,8:19 AM,25.3,35,6.14,91.1,8.03,4.25,"Êsunny, light breeze, swimmers"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,,,,2.3,SM11301703,11/30/17,8:30 AM,25.1,35.41,5.83,86.4,8.03,1.09,"Êsunny, light breeze, swimmers"
228,Sans Souci,Oahu,21.263553,-157.822033,,,,2.3,SM11301704,11/30/17,8:42 AM,24.7,35.52,5.8,85.5,8,2.02,"Êsunny, light breeze, swimmers, dog on the beach"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,,,2.3,SM11301705,11/30/17,9:18 AM,25,35.43,6.54,96.8,8.1,2.16,"Êpartly sunny, light breeze, swimmers"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,,,2.3,SM11301706,11/30/17,9:36 AM,25.2,35.45,6.38,94.7,8.1,2.49,"Êovercast, light breeze, swimmers"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,,,2.3,SM11301707,11/30/17,9:43 AM,24.7,35.42,7.23,106.4,8.09,7.56,"Êovercast, light breeze, swimmers"
185,Makaha Beach,Oahu,21.478336,-158.222469,,,,10,TM11301701,11/30/17,6:55 AM,26,35.21,0,0,8.04,0,"Ê8 surfers, 3 SUPs, sunny, no wind"
224,Pokai Bay,Oahu,21.442669,-158.189447,,,,42,TM11301702,11/30/17,7:15 AM,25.4,35.21,0,0,8.08,0,"Ê3 swimmers, sunny, light wind"
186,Maili Beach Park,Oahu,21.420614,-158.178647,,,,2.3,TM11301703,11/30/17,7:29 AM,25.6,35.17,0,0,8.1,0,"ÊNo swimmers, sunny, light wind"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,,,,2.3,TM11301704,11/30/17,8:19 AM,26.1,35.15,0,0,8.13,0,"ÊNo swimmers, sunny, windy"
252,Kohola Lagoon,Oahu,21.337967,-158.124569,,,,10,TM11301705,11/30/17,8:40 AM,25.7,33.51,0,0,8.05,0,"Ê5 swimmers, sunny, windy"
236,White Plains Beach,Oahu,21.303417,-158.045433,,,,2.3,TM11301706,11/30/17,9:08 AM,25.3,34.44,0,0,8.06,0,"Ê1 swimmer, 3 surfers, 2 SUPs, sunny, light breeze"
185,Makaha Beach,Oahu,21.478336,-158.222469,,4,,2.3,SM11291701,11/29/17,8:35 AM,25.4,35.42,6.28,93.6,8.13,1.85,"Êsunny, light breeze, large surf, surfers"
224,Pokai Bay,Oahu,21.442669,-158.189447,,1,,2.3,SM11291702,11/29/17,8:53 AM,24.7,35.31,6,88.3,8.11,2.12,"Êsunny, light breeze, swimmers, 2 boats anchored in the bay"
186,Maili Beach Park,Oahu,21.420614,-158.178647,<,1,,2.3,SM11291703,11/29/17,9:10 AM,25.2,35.47,6.37,94.6,8.17,1.17,"Êsunny, light breeze"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,SM11291704,11/29/17,9:30 AM,25.4,35.46,6.24,93.1,8.14,1.2,"Êsunny, light breeze"
252,Kohola Lagoon,Oahu,21.337967,-158.124569,<,1,,10,SM11291705,11/29/17,9:48 AM,25.1,34.18,6.25,92.1,8.04,5.85,"Êsunny, light breeze, swimmers"
236,White Plains Beach,Oahu,21.303417,-158.045433,<,1,,2.3,SM11291706,11/29/17,10:16 AM,24,34.92,6.66,96.6,8.06,13.8,"Êsunny, light breeze, swimmers"
208,Kualoa Beach,Oahu,21.514211,-157.836136,,4,,20,TM11291701,11/29/17,8:11 AM,23.7,34.98,6.53,94.2,7.75,0,"ÊNo swimmers, sunny, breezy"
225,Sunset Beach,Oahu,21.673564,-158.041194,<,1,,,TM11291702,11/29/17,,,,,,,,No sample taken. Surf competition; no acccess
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,,,,TM11291703,11/29/17,,,,,,,,No sample taken. BWA.
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,TM11291704,11/29/17,9:18 AM,25.6,33.89,6.45,95.7,8.04,0,"Ê3 surfers, sunny, light wind"
247,Haleiwa Ali'i Beach Park,Oahu,21.594356,-158.107992,<,1,,2.3,TM11291705,11/29/17,9:35 AM,26.1,34.77,6.43,96.5,8.09,0,"1 swimmer, 13 surfers, sunny, light wind"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,,2,,2.3,SM11281701,11/28/17,10:00 AM,24.7,35.5,6.49,95.7,8.1,8.88,"Êovercast, moderate wind, Hanauma Bay closed"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,2,,2.3,SM11281702,11/28/17,9:45 AM,25.1,35.49,6.35,94.2,8.13,2.21,"Êovercast, moderate wind, large shorebreak, bodyboarders"
216,Makapuu,Oahu,21.312022,-157.660525,<,1,,2.3,SM11281703,11/28/17,9:25 AM,25.2,35.49,6.31,93.6,8.15,1.5,"Êovercast, moderate wind, large surf and shorebreak"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,<,1,,2.3,SM11281704,11/28/17,9:07 AM,24.2,35.5,6.44,94,8.09,4.19,"Êovercast, moderate wind"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,<,1,,2.3,SM11281705,11/28/17,8:32 AM,24.1,35.55,6.41,93.4,8.07,9.45,"Êovercast, moderate wind, dogs on the beach"
194,Lanikai Beach Shoreline,Oahu,21.391961,-157.714922,<,1,,2.3,SM11281706,11/28/17,8:13 AM,24.1,35.55,6.35,92.7,8.05,7.06,"Êovercast, moderate wind, canoe paddlers"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,1,,10,TM11281701,11/28/17,8:22 AM,24.1,35.34,7.41,107.8,0,0,"Ê2 swimmers, 3 surfers, partially sunny, light wind"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,,1,,2.3,TM11281702,11/28/17,8:42 AM,24.6,35.31,7.48,109.9,0,0,"Ê9 swimmers, 43 surfers, partially sunny, light wind"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,TM11281703,11/28/17,8:58 AM,25.2,35.27,7.63,112.8,0,0,"Ê5 swimmers, partially sunny, no wind"
